PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.012    0.012 subprocess.py:461(run)
        1    0.000    0.000    0.000    0.000 gds.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filelister.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _python_dispatch.py:366(TensorWithFlatten)
        1    0.000    0.000    0.001    0.001 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _internal.py:136(get_log_qnames)
        4    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        1    0.000    0.000    0.001    0.001 std.py:663(__new__)
       24    0.000    0.000    0.000    0.000 proxy.py:759(_scope)
        1    0.000    0.000    0.000    0.000 rnn.py:508(LSTM)
       17    0.000    0.000    0.000    0.000 __init__.py:387(_parse_groups)
        1    0.000    0.000    0.000    0.000 bernoulli.py:21(Bernoulli)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:21(NegativeBinomial)
       65    0.000    0.000    0.000    0.000 __init__.py:190(_for)
        5    0.000    0.000    0.000    0.000 std.py:106(release)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        1    0.000    0.000    0.000    0.000 subprocess.py:1227(_close_pipe_fds)
        2    0.000    0.000    0.005    0.002 _config_module.py:164(install_config_module)
       27    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       58    0.000    0.000    0.000    0.000 _utils.py:910(__init__)
       24    0.000    0.000    0.000    0.000 sysconfig.py:197(_subst_vars)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 grad_mode.py:1(<module>)
       44    0.000    0.000    0.000    0.000 _internal.py:592(register_artifact)
       40    0.000    0.000    0.000    0.000 context.py:365(get_spawning_popen)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:1047(get_class_name_lineno)
       10    0.000    0.000    0.000    0.000 _contextlib.py:158(__new__)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:24(Binomial)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:123(TracerBase)
      109    0.000    0.000    0.000    0.000 wrappers.py:272(<genexpr>)
        1    0.000    0.000    0.001    0.001 _package_pickler.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:99(_clip)
        1    0.000    0.000    0.000    0.000 package_importer.py:66(PackageImporter)
        1    0.000    0.000    0.002    0.002 _lowrank.py:1(<module>)
       49    0.000    0.000    0.000    0.000 contextlib.py:420(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1748(_get_defaults)
       42    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
        1    0.000    0.000    0.000    0.000 fileopener.py:1(<module>)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _freeze.py:1(<module>)
       71    0.000    0.000    0.000    0.000 _pytree.py:20(register_pytree_flatten_spec)
      102    0.000    0.000    0.000    0.000 inspect.py:2695(annotation)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
       37    0.000    0.000    0.000    0.000 abc.py:110(register)
        6    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        3    0.000    0.000    0.019    0.006 __init__.py:163(is_available)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
       38    0.000    0.000    0.000    0.000 ansi.py:12(code_to_chars)
       16    0.000    0.000    0.000    0.000 fake_quantize.py:121(with_args)
       11    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.004    0.004 apis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fake_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 connection.py:69(arbitrary_address)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 fusion.py:1(<module>)
        2    0.000    0.000    0.000    0.000 linear_fused.py:1(<module>)
       68    0.000    0.000    0.000    0.000 dataclasses.py:1202(<genexpr>)
        3    0.000    0.000    0.000    0.000 tempfile.py:384(mktemp)
        1    0.000    0.000    0.001    0.001 format.py:1(<module>)
        1    0.000    0.000    0.001    0.001 debug_prims.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.000    0.000 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dlpack.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.002    0.002 forward_ad.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _invoke_quant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:173(Pool)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
        5    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2126(_concatenate_getitem)
        1    0.000    0.000    0.003    0.003 version.py:159(Version)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _comparison.py:640(TensorLikePair)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
       17    0.000    0.000    0.000    0.000 __init__.py:100(section_pairs)
        1    0.000    0.000    0.000    0.000 join.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:42(NodeSource)
        1    0.000    0.000    0.000    0.000 activation.py:14(MultiheadAttention)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 continuous_bernoulli.py:23(ContinuousBernoulli)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        2    0.000    0.000    0.000    0.000 conv_relu.py:1(<module>)
       19    0.000    0.000    0.000    0.000 re.py:269(escape)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        1    0.000    0.000    0.000    0.000 compile_time_profiler.py:82(StrobelightCompileTimeProfiler)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 profiler.py:95(_KinetoProfile)
        1    0.000    0.000    0.000    0.000 _stats.py:1(<module>)
        7    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 stubs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:471(_map_async)
       43    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 high_level_agent.py:79(__init__)
        1    0.000    0.000    0.001    0.001 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        1    0.000    0.000    0.000    0.000 geometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 splitter_base.py:468(_SplitterBase)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 half_normal.py:1(<module>)
        8    0.000    0.000    0.000    0.000 queues.py:355(__getstate__)
        5    0.000    0.000    0.000    0.000 overrides.py:66(_disable_user_warnings)
        1    0.000    0.000    0.000    0.000 streamreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weak.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _ops.py:36(_apply_docstring_templates)
       40    0.000    0.000    0.000    0.000 enum.py:783(__hash__)
        2    0.000    0.000    0.002    0.001 glob.py:13(glob)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _backport_slots.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pass_base.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.012    0.012 platform.py:261(_syscmd_ver)
        1    0.000    0.000    0.000    0.000 weight_norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 simple_registry.py:1(<module>)
        3    0.000    0.000    0.005    0.002 __init__.py:338(_lazy_call)
        1    0.000    0.000    0.000    0.000 model.py:365(ScalarType)
        1    0.000    0.000    0.000    0.000 model.py:1401(FunctionSchema)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.012    0.012 subprocess.py:373(check_output)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lobpcg.py:256(LOBPCGAutogradFunction)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.001    0.001 sparse_adam.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
      4/1    0.000    0.000    0.001    0.001 sysconfig.py:575(get_config_vars)
       22    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 sparse.py:271(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 frontend.py:676(StmtBuilder)
        1    0.000    0.000    0.000    0.000 _serialization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resource_tracker.py:1(<module>)
       22    0.000    0.000    0.000    0.000 cp1256.py:18(encode)
       14    0.000    0.000    0.000    0.000 dataclasses.py:1210(is_dataclass)
       18    0.000    0.000    0.000    0.000 weakref.py:428(__setitem__)
        1    0.000    0.000    0.000    0.000 _compatibility.py:1(<module>)
        4    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fold.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.FormatError}
       15    0.000    0.000    0.000    0.000 constraints.py:218(__call__)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 datapipe.py:55(IterDataPipe)
       19    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        1    0.000    0.000    0.002    0.002 rnn.py:470(RNN)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:880(ExecutionTraceObserver)
       10    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
        9    0.000    0.000    0.000    0.000 infer_schema.py:208(derived_seq_types)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        6    0.000    0.000    0.000    0.000 popen_spawn_win32.py:101(wait)
        1    0.000    0.000    0.000    0.000 sharding.py:1(<module>)
       26    0.000    0.000    0.000    0.000 _jit_internal.py:1008(is_pass)
        1    0.000    0.000    0.000    0.000 __init__.py:514(Distribution)
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 streams.py:14(Stream)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 c10d_logger.py:91(_time_logger)
       10    0.000    0.000    0.000    0.000 _torch_docs.py:23(<listcomp>)
        1    0.000    0.000    0.000    0.000 _contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        2    0.000    0.000    0.020    0.010 bn_relu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config_module.py:41(_Config)
        1    0.000    0.000    0.000    0.000 graph.py:47(Node)
        1    0.000    0.000    0.000    0.000 cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:430(SymInt)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.000    0.000 predispatch.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _async.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:402(NonCallableMock)
